date,open,high,low,close,m1_bars
2019-03-31,123.9,123.901,123.822,123.869,20
2019-04-01,123.862,123.949,123.31,123.428,615
2019-04-02,123.424,123.641,123.42,123.578,593
2019-04-03,123.582,123.641,123.205,123.238,586
2019-04-04,123.231,123.489,123.222,123.319,533
2019-04-05,123.326,123.492,123.055,123.415,519
2019-04-07,123.405,123.405,123.373,123.389,6
2019-04-08,123.382,123.499,123.235,123.283,458
2019-04-09,123.279,123.55,123.205,123.41,485
2019-04-10,123.406,123.724,123.349,123.631,515
2019-04-11,123.647,123.647,123.337,123.431,460
2019-04-12,123.438,123.495,122.856,122.888,505
2019-04-14,122.862,122.924,122.862,122.924,12
2019-04-15,122.928,123.02,122.801,122.974,448
2019-04-16,122.97,123.022,122.633,122.743,455
2019-04-17,122.739,122.76,122.478,122.698,529
2019-04-18,122.706,123.059,122.699,122.966,515
2019-04-21,122.959,123.006,122.943,122.99,10
2019-04-22,122.997,123.006,122.758,122.805,272
2019-04-23,122.798,123.041,122.76,122.98,411
2019-04-24,122.976,123.419,122.964,123.357,410
2019-04-25,123.361,123.421,123.188,123.282,412
2019-04-26,123.289,123.596,123.143,123.55,436
2019-04-28,123.539,123.555,123.524,123.54,6
2019-04-29,123.533,123.557,123.261,123.402,339
2019-04-30,123.409,123.591,123.169,123.529,404
2019-05-01,123.537,123.984,123.344,123.485,390
2019-05-02,123.492,123.501,123.019,123.113,473
2019-05-03,123.121,123.349,122.818,123.256,418
2019-05-05,123.546,123.761,123.542,123.652,45
2019-05-06,123.668,123.98,123.483,123.749,635
2019-05-07,123.756,123.923,123.5,123.798,693
2019-05-08,123.782,124.065,123.551,123.66,712
2019-05-09,123.645,124.162,123.645,123.944,801
2019-05-10,123.928,124.102,123.728,123.752,921
2019-05-12,123.752,124.046,123.752,123.999,26
2019-05-13,124.015,124.454,123.969,124.33,707
2019-05-14,124.345,124.423,124.16,124.301,574
2019-05-15,124.304,124.74,124.223,124.569,643
2019-05-16,124.576,124.742,124.227,124.431,607
2019-05-17,124.424,124.683,124.277,124.418,619
2019-05-19,124.418,124.44,124.393,124.44,10
2019-05-20,124.424,124.504,124.176,124.224,564
2019-05-21,124.231,124.272,123.96,124.07,481
2019-05-22,124.077,124.432,124.024,124.401,478
2019-05-23,124.417,125.153,124.4,124.919,672
2019-05-24,124.912,124.999,124.779,124.937,493
2019-05-26,124.937,124.974,124.937,124.943,11
2019-05-27,124.927,125.038,124.85,124.946,155
2019-05-28,124.953,125.385,124.899,125.339,632
2019-05-29,125.335,125.778,125.294,125.341,733
2019-05-30,125.349,125.801,125.139,125.724,640
2019-05-31,125.731,126.521,125.724,126.474,881
2019-06-02,126.403,126.652,126.403,126.621,35
2019-06-03,126.614,127.122,126.481,127.076,885
2019-06-04,127.072,127.072,126.361,126.503,786
2019-06-05,126.499,127.097,126.472,126.693,786
2019-06-06,126.709,126.913,126.508,126.712,783
2019-06-07,126.704,127.274,126.54,126.902,727
2019-06-09,126.424,126.549,126.409,126.534,30
2019-06-10,126.518,126.707,126.381,126.443,591
2019-06-11,126.459,126.493,126.18,126.462,631
2019-06-12,126.447,126.776,126.446,126.715,660
2019-06-13,126.707,127.123,126.668,127.076,616
2019-06-14,127.069,127.343,126.86,127.095,629
2019-06-16,127.095,127.101,127.039,127.039,14
2019-06-17,127.047,127.119,126.807,126.995,510
2019-06-18,126.98,127.605,126.918,127.186,798
2019-06-19,127.193,127.641,126.86,127.547,735
2019-06-20,127.544,127.97,127.394,127.582,978
2019-06-21,127.574,127.738,127.163,127.336,801
2019-06-23,127.388,127.419,127.341,127.373,20
2019-06-24,127.357,127.719,127.257,127.672,649
2019-06-25,127.657,127.971,127.611,127.768,777
2019-06-26,127.784,127.862,127.288,127.382,676
2019-06-27,127.378,127.682,127.118,127.572,730
2019-06-28,127.58,127.731,127.434,127.638,632
2019-06-30,127.332,127.41,127.285,127.348,33
2019-07-01,127.332,127.71,127.286,127.632,675
2019-07-02,127.639,127.962,127.524,127.931,648
2019-07-03,127.924,128.182,127.902,128.012,586
2019-07-04,128.012,128.17,127.996,128.093,151
2019-07-05,128.078,128.094,127.019,127.301,575
2019-07-07,127.301,127.301,127.229,127.245,11
2019-07-08,127.261,127.496,127.107,127.217,593
2019-07-09,127.225,127.28,126.939,127.002,567
2019-07-10,127.01,127.347,126.644,127.286,689
2019-07-11,127.27,127.412,126.54,126.665,687
2019-07-12,126.673,126.917,126.573,126.777,627
2019-07-14,126.777,126.861,126.777,126.83,20
2019-07-15,126.815,127.005,126.644,127.005,583
2019-07-16,127.005,127.037,126.524,126.821,640
2019-07-17,126.805,127.323,126.774,127.276,604
2019-07-18,127.269,127.654,127.044,127.373,757
2019-07-19,127.389,127.467,127.189,127.236,670
2019-07-21,127.258,127.32,127.226,127.227,19
2019-07-22,127.219,127.494,127.165,127.354,502
2019-07-23,127.339,127.419,127.092,127.139,495
2019-07-24,127.155,127.484,127.108,127.376,545
2019-07-25,127.392,127.659,126.91,127.083,594
2019-07-26,127.09,127.193,126.866,127.133,466
2019-07-28,127.133,127.155,127.133,127.155,6
2019-07-29,127.171,127.328,127.155,127.174,454
2019-07-30,127.181,127.394,127.067,127.224,476
2019-07-31,127.224,127.538,126.867,127.352,593
2019-08-01,127.344,128.65,126.994,128.572,869
2019-08-02,128.58,128.98,128.309,128.794,1045
2019-08-04,128.794,128.794,128.722,128.738,22
2019-08-05,128.745,130.099,128.691,130.052,1128
2019-08-06,130.044,130.192,129.335,129.852,1132
2019-08-07,129.837,130.728,129.574,129.715,1145
2019-08-08,129.73,130.139,129.233,129.983,1109
2019-08-09,129.976,130.048,129.408,129.44,991
2019-08-11,129.509,129.588,129.493,129.587,27
2019-08-12,129.58,130.324,129.533,130.168,854
2019-08-13,130.184,130.403,129.421,129.64,992
2019-08-14,129.625,130.57,129.625,130.377,1021
2019-08-15,130.37,131.238,130.207,130.818,1130
2019-08-16,130.81,130.974,130.289,130.727,977
2019-08-18,130.655,130.671,130.499,130.562,34
2019-08-19,130.577,130.625,130.204,130.3,886
2019-08-20,130.284,130.848,130.269,130.631,776
2019-08-21,130.646,130.711,130.242,130.353,766
