date,open,high,low,close,m1_bars
2011-07-29,96.944,97.175,94.744,95.655,1228
2011-07-31,96.012,96.91,95.992,96.591,57
2011-08-01,96.581,98.413,93.244,95.142,1310
2011-08-02,95.152,95.507,92.914,93.075,1308
2011-08-03,93.055,93.589,91.064,91.955,1312
2011-08-04,91.975,92.434,85.901,86.162,1333
2011-08-05,86.172,88.183,82.74,87.128,1303
2011-08-07,85.596,85.616,83.569,83.868,60
2011-08-08,83.858,84.93,80.069,80.36,1380
2011-08-09,80.35,82.951,75.617,81.626,1389
2011-08-10,81.616,83.05,79.443,81.094,1376
2011-08-11,81.134,85.885,80.948,85.407,1364
2011-08-12,85.437,87.29,83.941,85.224,1270
2011-08-14,85.529,85.529,84.85,85.34,51
2011-08-15,85.32,87.994,84.344,87.446,1291
2011-08-16,87.486,87.881,85.572,87.094,1257
2011-08-17,87.084,88.958,86.605,87.422,1260
2011-08-18,87.402,87.443,81.12,81.53,1272
2011-08-19,81.56,83.629,79.236,82.672,1296
2011-08-21,82.132,82.651,81.483,81.763,60
2011-08-22,81.773,84.662,81.046,84.154,1372
2011-08-23,84.134,86.254,83.268,85.646,1316
2011-08-24,85.656,86.458,84.42,85.192,1302
2011-08-25,85.142,86.433,82.888,84.807,1261
2011-08-26,84.837,85.519,82.833,85.431,1235
2011-08-28,85.22,85.61,85.051,85.49,53
2011-08-29,85.5,87.612,85.001,87.563,1260
2011-08-30,87.573,89.104,86.357,88.426,1240
2011-08-31,88.416,89.439,87.57,88.621,1246
2011-09-01,88.631,89.804,88.115,88.636,1249
2011-09-02,88.646,88.896,85.333,86.563,1213
2011-09-04,86.383,86.423,85.873,85.873,53
2011-09-05,85.883,85.924,83.35,83.46,1038
2011-09-06,83.45,86.532,83.131,86.363,1321
2011-09-07,86.343,90.414,86.083,89.845,1282
2011-09-08,89.855,90.168,88.341,88.521,1302
2011-09-09,88.511,89.441,85.586,86.957,1264
2011-09-11,86.657,86.717,86.127,86.427,53
2011-09-12,86.437,89.09,84.959,88.861,1313
2011-09-13,88.811,90.484,87.773,89.925,1319
2011-09-14,89.905,90.215,88.179,88.711,1330
2011-09-15,88.731,90.123,87.982,89.175,1300
2011-09-16,89.195,89.756,86.979,87.88,1216
2011-09-18,87.9,87.9,87.359,87.549,57
2011-09-19,87.569,87.649,84.994,85.614,1324
2011-09-20,85.604,87.775,85.344,86.502,1347
2011-09-21,86.532,88.082,84.738,84.877,1314
2011-09-22,84.907,85.067,79.74,80.59,1376
2011-09-23,80.64,81.891,77.626,80.037,1320
2011-09-25,79.711,80.922,79.671,80.802,59
2011-09-26,80.762,81.63,77.178,81.399,1372
2011-09-27,81.419,84.84,80.989,83.468,1363
2011-09-28,83.498,84.688,79.922,80.042,1357
2011-09-29,80.032,84.044,79.702,82.892,1356
2011-09-30,82.882,83.292,78.586,78.806,1289
2011-10-02,78.971,78.981,77.95,78.12,60
2011-10-03,78.13,79.689,76.246,76.616,1371
2011-10-04,76.596,78.505,74.994,78.234,1375
2011-10-05,78.204,79.953,76.982,79.582,1351
2011-10-06,79.562,82.942,79.12,82.201,1315
2011-10-07,82.221,84.04,81.398,82.908,1280
2011-10-09,82.782,83.172,82.782,83.132,47
2011-10-10,83.122,86.121,83.092,85.57,1327
2011-10-11,85.54,86.668,83.998,85.227,1297
2011-10-12,85.217,86.616,84.547,84.904,1343
2011-10-13,84.934,85.413,83.192,84.121,1315
2011-10-14,84.141,87.439,83.79,87.299,1284
2011-10-16,87.492,87.722,87.172,87.482,56
2011-10-17,87.502,88.191,85.89,86.45,1296
2011-10-18,86.49,89.22,85.74,88.35,1251
2011-10-19,88.36,89.68,86.021,86.311,1298
2011-10-20,86.341,87.111,84.211,86.311,1334
